data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,44,2018-09-26 01:04:20,45.36917418349383,54.0,51.0,52.9902,1.0588235294117647,25.0,20.0,23.237,1.25
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,66,2018-09-26 00:52:19,68.30824700663314,66.0,72.0,77.4302,0.9166666666666666,12.0,21.0,24.4401,0.5714285714285714
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,88,2018-09-26 00:14:16,89.18721595195657,104.0,98.0,104.294,1.0612244897959184,38.0,25.0,26.8638,1.52
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,110,2018-09-25 23:50:17,110.94296254117153,128.0,118.0,127.5682,1.0847457627118644,23.0,20.0,23.2741,1.15
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,132,2018-09-25 23:18:19,132.74081059061174,160.0,138.0,150.13279999999995,1.1594202898550725,31.0,19.0,22.5647,1.631578947368421
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,154,2018-09-25 22:46:18,155.52609768919703,192.0,159.0,173.7309,1.2075471698113207,32.0,20.0,23.5981,1.6
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,176,2018-09-25 22:22:18,176.2451997274304,216.0,174.0,195.3322,1.2413793103448276,24.0,15.0,21.6012,1.6
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,198,2018-09-25 22:00:17,198.7192135429692,238.0,191.0,218.3438,1.2460732984293197,22.0,16.0,23.0116,1.375
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,220,2018-09-25 21:32:14,220.2239606822802,266.0,207.0,242.3401,1.285024154589372,28.0,16.0,23.9963,1.75
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,242,2018-09-25 21:00:15,242.36214019990203,298.0,224.0,266.2294,1.3303571428571428,31.0,16.0,23.8893,1.9375
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,264,2018-09-25 20:34:18,265.22705838679883,324.0,242.0,291.8383,1.3388429752066116,25.0,18.0,25.6089,1.3888888888888888
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,286,2018-09-25 19:38:22,286.3638021746739,379.0,256.0,352.22,1.48046875,55.0,16.0,23.5835,3.4375
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,308,2018-09-25 19:12:15,309.8130765648474,406.0,275.0,379.0875,1.4763636363636363,26.0,18.0,26.8675,1.4444444444444444
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,330,2018-09-25 18:46:16,331.07225870861004,432.0,293.0,404.8221,1.4744027303754266,25.0,18.0,25.7345,1.3888888888888888
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,352,2018-09-25 18:16:18,353.0058796269679,462.0,310.0,429.0284,1.4903225806451612,29.0,17.0,24.2063,1.7058823529411764
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,374,2018-09-25 17:46:18,374.0146248713049,492.0,331.0,458.2798,1.486404833836858,30.0,20.0,29.2514,1.5
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,396,2018-09-25 17:14:15,396.0038268382688,524.0,350.0,485.3884000000001,1.497142857142857,32.0,19.0,27.1147,1.6842105263157894
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,418,2018-09-25 16:18:17,418.5085726988006,580.0,367.0,509.6572,1.5803814713896458,55.0,17.0,24.2688,3.235294117647059
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,440,2018-09-25 15:54:22,440.0678007116896,603.0,384.0,532.7106,1.5703125,23.0,16.0,23.0534,1.4375
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,462,2018-09-25 15:30:16,462.2965474512594,628.0,401.0,557.2614,1.5660847880299251,24.0,17.0,24.5508,1.411764705882353
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,484,2018-09-25 14:56:21,485.2395679235095,661.0,420.0,584.5265,1.5738095238095238,33.0,19.0,27.2651,1.736842105263158
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,506,2018-09-25 14:28:59,506.872273420198,689.0,439.0,610.8644,1.569476082004556,27.0,18.0,26.338,1.5
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,528,2018-09-25 14:01:09,528.0635932429211,717.0,460.0,640.4412,1.558695652173913,27.0,20.0,29.5767,1.35
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,550,2018-09-25 13:28:20,550.1641528258573,750.0,481.0,670.7570999999999,1.5592515592515592,32.0,21.0,30.315900000000003,1.5238095238095235
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,572,2018-09-25 12:57:07,572.551346047904,781.0,488.0,670.6687,1.600409836065574,31.0,19.0,26.9272,1.631578947368421
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,594,2018-09-25 12:33:22,594.0933261278993,804.0,504.0,692.6384,1.5952380952380951,23.0,15.0,21.9697,1.5333333333333334
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,616,2018-09-25 12:11:01,616.1937725391418,827.0,520.0,716.3796,1.5903846153846153,22.0,16.0,23.7412,1.375
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,638,2018-09-25 11:46:53,639.4295337271442,851.0,539.0,742.287,1.5788497217068649,24.0,18.0,25.907400000000003,1.3333333333333333
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,660,2018-09-25 11:18:54,660.8883863883818,879.0,554.0,764.302,1.5866425992779782,27.0,15.0,22.015,1.8
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,682,2018-09-25 10:58:55,682.2074269765267,899.0,570.0,786.1453,1.5771929824561404,19.0,15.0,21.8433,1.2666666666666666
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,704,2018-09-25 10:32:55,705.5375300693715,925.0,587.0,810.8249000000001,1.575809199318569,26.0,17.0,24.6796,1.5294117647058822
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,True,726,2018-09-25 10:03:24,726.3204920644532,954.0,607.0,832.6491,1.57166392092257,29.0,19.0,21.8242,1.5263157894736843
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND562132AAA,Bangalore_Nelmngla_H (Karnataka),IND411033AAA,Pune_Tathawde_H (Maharashtra),2018-09-25 07:16:46.434036,2018-09-26 02:26:15.448295,1149.0,False,731,2018-09-25 09:46:27,731.2573575985485,971.0,629.0,850.1598,1.5437201907790143,16.0,17.0,11.0803,0.9411764705882352
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-26 02:26:15.448295,2018-09-26 07:30:36.127139,304.0,True,22,2018-09-26 05:26:30,22.064872111171933,69.0,20.0,27.4792,3.45,69.0,20.0,27.4792,3.45
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-26 02:26:15.448295,2018-09-26 07:30:36.127139,304.0,True,44,2018-09-26 04:54:26,45.71916824812322,101.0,42.0,54.0011,2.4047619047619047,32.0,22.0,26.5219,1.4545454545454546
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-26 02:26:15.448295,2018-09-26 07:30:36.127139,304.0,True,66,2018-09-26 04:20:21,67.47278225078013,136.0,66.0,84.63719999999999,2.060606060606061,34.0,28.0,32.7365,1.2142857142857142
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-26 02:26:15.448295,2018-09-26 07:30:36.127139,304.0,True,88,2018-09-26 03:48:19,88.1855220167419,168.0,94.0,114.2529,1.7872340425531914,32.0,27.0,29.6156,1.1851851851851851
training,2018-09-24 17:40:43.210450,thanos::sroute:366da0f3-1979-4793-973f-27da63568435,FTL,trip-153781084321018063,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-26 02:26:15.448295,2018-09-26 07:30:36.127139,304.0,False,99,2018-09-26 03:32:18,99.97906105626856,184.0,100.0,128.4542,1.84,16.0,15.0,16.3686,1.0666666666666669
training,2018-09-22 23:34:22.414098,thanos::sroute:2a0257d9-16cf-4063-8a8c-b9e56ad91d05,Carting,trip-153765926241382215,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-22 23:34:22.414098,2018-09-23 02:27:21.907469,172.0,True,9,2018-09-23 01:47:21,9.884961968557285,26.0,12.0,11.9784,2.1666666666666665,26.0,12.0,11.9784,2.1666666666666665
training,2018-09-22 23:34:22.414098,thanos::sroute:2a0257d9-16cf-4063-8a8c-b9e56ad91d05,Carting,trip-153765926241382215,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-22 23:34:22.414098,2018-09-23 02:27:21.907469,172.0,True,18,2018-09-23 01:37:21,18.821786847230264,36.0,21.0,21.0655,1.7142857142857142,10.0,9.0,9.0871,1.1111111111111112
training,2018-09-22 23:34:22.414098,thanos::sroute:2a0257d9-16cf-4063-8a8c-b9e56ad91d05,Carting,trip-153765926241382215,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-22 23:34:22.414098,2018-09-23 02:27:21.907469,172.0,True,27,2018-09-23 01:19:22,27.283770814322114,54.0,30.0,29.908900000000003,1.8,17.0,8.0,8.843399999999999,2.125
training,2018-09-22 23:34:22.414098,thanos::sroute:2a0257d9-16cf-4063-8a8c-b9e56ad91d05,Carting,trip-153765926241382215,IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),IND560085AAA,Bengaluru_Banshkri_DC (Karnataka),2018-09-22 23:34:22.414098,2018-09-23 02:27:21.907469,172.0,False,31,2018-09-23 01:07:20,31.05151145378296,66.0,37.0,36.1692,1.7837837837837838,12.0,7.0,6.2603,1.7142857142857142
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,22,2018-09-18 09:19:19,25.177631426141545,38.0,22.0,29.761,1.7272727272727273,38.0,22.0,29.761,1.7272727272727273
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,44,2018-09-18 08:47:19,48.98039634002383,70.0,40.0,56.1676,1.75,32.0,18.0,26.4066,1.7777777777777777
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,66,2018-09-18 08:27:19,66.12035441774324,90.0,54.0,76.2255,1.6666666666666667,20.0,14.0,20.0579,1.4285714285714286
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,88,2018-09-18 07:55:19,88.40148999675074,122.0,74.0,103.8977,1.648648648648649,32.0,19.0,27.6723,1.6842105263157894
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,132,2018-09-18 06:51:23,144.5705507792536,186.0,118.0,164.0146,1.576271186440678,63.0,43.0,60.116800000000005,1.4651162790697674
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,176,2018-09-18 06:13:24,176.1758703635154,224.0,141.0,197.1058,1.5886524822695036,37.0,23.0,33.0912,1.608695652173913
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,198,2018-09-18 05:33:20,209.45540577442736,264.0,186.0,259.7212,1.4193548387096775,40.0,44.0,62.6154,0.9090909090909092
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,220,2018-09-18 05:19:26,221.61029202523807,277.0,177.0,247.9,1.5649717514124293,13.0,10.0,14.6679,1.3
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,242,2018-09-18 04:23:24,242.8456073612745,334.0,201.0,281.60790000000003,1.6616915422885572,56.0,23.0,33.708,2.4347826086956523
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,264,2018-09-18 03:29:17,265.91190897078206,388.0,225.0,315.0944,1.7244444444444444,54.0,38.0,53.5915,1.4210526315789471
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,286,2018-09-18 02:31:25,286.17178808900246,445.0,234.0,329.481,1.9017094017094016,57.0,26.0,37.592,2.1923076923076925
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,308,2018-09-18 01:39:16,317.7347527025097,498.0,268.0,375.3379000000001,1.8582089552238803,52.0,33.0,45.857,1.5757575757575757
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,330,2018-09-18 01:07:19,331.0532756001473,530.0,280.0,391.9049,1.8928571428571428,31.0,12.0,16.567,2.583333333333333
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,True,352,2018-09-18 00:35:21,352.4756874806778,562.0,298.0,416.8738,1.8859060402684564,31.0,17.0,24.9689,1.8235294117647056
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND712311AAA,Kolkata_Dankuni_HB (West Bengal),IND751002AAB,Bhubaneshwar_Hub (Orissa),2018-09-17 21:05:47.178006,2018-09-18 09:58:07.605598,772.0,False,366,2018-09-18 00:13:18,366.65092082551433,584.0,313.0,435.9157,1.865814696485623,22.0,15.0,19.0419,1.4666666666666666
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),2018-09-18 09:58:07.605598,2018-09-18 21:51:55.099872,713.0,True,22,2018-09-18 21:01:18,22.739590857683663,36.0,28.0,36.7755,1.2857142857142858,36.0,28.0,36.7755,1.2857142857142858
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),2018-09-18 09:58:07.605598,2018-09-18 21:51:55.099872,713.0,True,44,2018-09-18 20:29:18,45.18749958397958,68.0,46.0,61.6301,1.4782608695652173,32.0,21.0,30.0402,1.5238095238095235
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),2018-09-18 09:58:07.605598,2018-09-18 21:51:55.099872,713.0,True,66,2018-09-18 20:07:17,66.18748049808143,90.0,61.0,83.4503,1.475409836065574,22.0,15.0,21.8201,1.4666666666666666
training,2018-09-17 21:05:47.178006,thanos::sroute:95390c11-b18d-4f05-84c3-0e2e864b7da1,FTL,trip-153721834717774994,IND751002AAB,Bhubaneshwar_Hub (Orissa),IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),2018-09-18 09:58:07.605598,2018-09-18 21:51:55.099872,713.0,True,88,2018-09-18 19:41:17,88.66076843834217,116.0,78.0,107.0107,1.4871794871794872,26.0,16.0,23.5604,1.625
